konveksi,kodebarang,namabarang,deskripsi,hargamodal,dailyprice,linkproduk,anamapesaing,alinkpesaing,bnamapesaing,blinkpesaing
AZARINE,D8141,Sun Shield Serum SPF,D8141-Azarine-SS-ShieldSerumSPF,56500,63999,https://shopee.co.id/DOMMO-D8141-Azarine-Hydrasoothe-Sunscreen-Gel-SPF-Sunscreen-Gel-SPF45-PA-SPF50-PA--i.135900627.12457941043?sp_atk=1438b15f-be65-4532-8870-d922ae4c2347,TNT,https://shopee.co.id/Azarine-Hydrasoothe-Sunscreen-Gel-SPF45-PA-Azarine-Sun-Screen-Tabir-Surya-Cream-AZARINE-Hydramax-C-Suncreen-Serum-SPF-50-AZARINE-Tone-Up-Mineral-Suncreen-Serum-SPF-50-AZARINE-Hydrasoothe-Sunscreen-Mist-SPF-50-PA--i.744873.3032751965?sp_atk=0a631315-5e43-4c0b-8466-88769208bcf5&xptdk=0a631315-5e43-4c0b-8466-88769208bcf5,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Aqua-Essence-Sun-Shield-Serum-SPF-50-PA-Hydrasoothe-Sunscreen-Gel-SPF45--i.48382819.9210248666?sp_atk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca&xptdk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca
AZARINE,,Sunscreen + Mist,,92040,109000,-,TNT,-,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Aqua-Essence-Sun-Shield-Serum-SPF-50-PA-Hydrasoothe-Sunscreen-Gel-SPF45--i.48382819.9210248666?sp_atk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca&xptdk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca
AZARINE,D8141,Sunscreen Gel SPF45 PA++++,D8141-Azarine-SS-GelSPF45,47000,50599,https://shopee.co.id/DOMMO-D8141-Azarine-Hydrasoothe-Sunscreen-Gel-SPF-Sunscreen-Gel-SPF45-PA-SPF50-PA--i.135900627.12457941043?sp_atk=1438b15f-be65-4532-8870-d922ae4c2347,TNT,https://shopee.co.id/Azarine-Hydrasoothe-Sunscreen-Gel-SPF45-PA-Azarine-Sun-Screen-Tabir-Surya-Cream-AZARINE-Hydramax-C-Suncreen-Serum-SPF-50-AZARINE-Tone-Up-Mineral-Suncreen-Serum-SPF-50-AZARINE-Hydrasoothe-Sunscreen-Mist-SPF-50-PA--i.744873.3032751965?sp_atk=0a631315-5e43-4c0b-8466-88769208bcf5&xptdk=0a631315-5e43-4c0b-8466-88769208bcf5,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Aqua-Essence-Sun-Shield-Serum-SPF-50-PA-Hydrasoothe-Sunscreen-Gel-SPF45--i.48382819.9210248666?sp_atk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca&xptdk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca
AZARINE,,Tone UP + Mist,,92040,109000,-,TNT,-,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Aqua-Essence-Sun-Shield-Serum-SPF-50-PA-Hydrasoothe-Sunscreen-Gel-SPF45--i.48382819.9210248666?sp_atk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca&xptdk=ae4b9baf-0fd0-4d2a-b1fa-34eb10961dca
AZARINE,,WaterSleep Mask 25g,Azarine-WaterSleep-Mask25g,44850,50600,-,TNT,https://shopee.co.id/Azarine-Herbal-Essential-Series-Indonesia-Micellar-Water-Serum-Aloe-Vera-Sunscreen-Sleeping-Mask-Azarine-Face-Toner-90ml-i.744873.9541314276?sp_atk=c725362b-326f-4822-aff5-8c3754429e65&xptdk=c725362b-326f-4822-aff5-8c3754429e65,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Herbal-Essential-Glass-Skin-Goal-Sleeping-Mask-Peeling-Serum-Aloe-Vera-(%E2%9C%94%EF%B8%8FBPOM)-i.48382819.5359345866?sp_atk=d886cfd8-872f-4d8c-bb8d-841103170e8e&xptdk=d886cfd8-872f-4d8c-bb8d-841103170e8e
AZARINE,,Beginner Exfoliating,Azarine-Toner-BeginnerExfoliating-90ml,53820,58899,-,TNT,https://shopee.co.id/Azarine-Toner-90ml-Face-Toner-Toner-Wajah-i.744873.14955227306?sp_atk=44715af7-f3fd-4c4c-b8d1-a151ba4561dc&xptdk=44715af7-f3fd-4c4c-b8d1-a151ba4561dc,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Face-Toner-All-Series-90ml-Toner-Wajah-Mild-Purifying-Multi-Acids-Glowing-Daily-Beginner-Exfoliating-Moisture-Rich-Hydrating-BPOM-i.48382819.14951521630?sp_atk=562a1eea-6b6b-4b66-87c2-7e3e2d152439&xptdk=562a1eea-6b6b-4b66-87c2-7e3e2d152439
AZARINE,,Mild Purifying,Azarine-Toner-MildPurifying-90ml,53820,58899,-,TNT,https://shopee.co.id/Azarine-Toner-90ml-Face-Toner-Toner-Wajah-i.744873.14955227306?sp_atk=44715af7-f3fd-4c4c-b8d1-a151ba4561dc&xptdk=44715af7-f3fd-4c4c-b8d1-a151ba4561dc,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Face-Toner-All-Series-90ml-Toner-Wajah-Mild-Purifying-Multi-Acids-Glowing-Daily-Beginner-Exfoliating-Moisture-Rich-Hydrating-BPOM-i.48382819.14951521630?sp_atk=562a1eea-6b6b-4b66-87c2-7e3e2d152439&xptdk=562a1eea-6b6b-4b66-87c2-7e3e2d152439
AZARINE,,Moisture Hydrating,Azarine-Toner-MoistureHydrating-90ml,53820,58899,-,TNT,https://shopee.co.id/Azarine-Toner-90ml-Face-Toner-Toner-Wajah-i.744873.14955227306?sp_atk=44715af7-f3fd-4c4c-b8d1-a151ba4561dc&xptdk=44715af7-f3fd-4c4c-b8d1-a151ba4561dc,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Face-Toner-All-Series-90ml-Toner-Wajah-Mild-Purifying-Multi-Acids-Glowing-Daily-Beginner-Exfoliating-Moisture-Rich-Hydrating-BPOM-i.48382819.14951521630?sp_atk=562a1eea-6b6b-4b66-87c2-7e3e2d152439&xptdk=562a1eea-6b6b-4b66-87c2-7e3e2d152439
AZARINE,,Multi Acids Glowing,Azarine-Toner-MultiAcidsGlowing-90ml,53820,58899,-,TNT,https://shopee.co.id/Azarine-Toner-90ml-Face-Toner-Toner-Wajah-i.744873.14955227306?sp_atk=44715af7-f3fd-4c4c-b8d1-a151ba4561dc&xptdk=44715af7-f3fd-4c4c-b8d1-a151ba4561dc,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Face-Toner-All-Series-90ml-Toner-Wajah-Mild-Purifying-Multi-Acids-Glowing-Daily-Beginner-Exfoliating-Moisture-Rich-Hydrating-BPOM-i.48382819.14951521630?sp_atk=562a1eea-6b6b-4b66-87c2-7e3e2d152439&xptdk=562a1eea-6b6b-4b66-87c2-7e3e2d152439
AZARINE,,Acne Spot,Azarine-Serum20ml-AcneSpot,22620,24999,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,AHA-BHA-PHA Peeling,Azarine-Serum20ml-AHA-BHA-PHAPeeling,38220,41999,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Brightening C-Glow,Azarine-Serum20ml-BrighteningC-Glow,46020,50499,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Calming Skin Pair,Azarine-Serum20ml-CalmingSkinPair,46020,50499,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Daily Defender,Azarine-Serum20ml-DailyDefender,46020,50499,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Hydramax Water Bank,Azarine-Serum20ml-HydramaxWaterBank,38220,41999,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Miracle Oil,Azarine-Serum20ml-MiracleOil,46020,50499,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Moisture Sepiwhite,Azarine-Serum20ml-MoistureSepiwhite,46020,50499,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Pore Tightening&Oil,Azarine-Serum20ml-PoreTightening&Oil,38220,41999,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Radiant Luminous,Azarine-Serum20ml-RadiantLuminous,38220,41999,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Retinol Smooth,Azarine-Serum20ml-RetinolSmooth,46020,50499,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
AZARINE,,Revitalizing,Azarine-Serum20ml-Revitalizing,46020,50499,-,TNT,https://shopee.co.id/Azarine-Serum-Anti-Aging-Anti-Acne-Peeling-Lightening-20ml-Azarine-Superhero-Serum-Marvel-Edition-SERIES-i.744873.10234279490?sp_atk=140aa83d-a3f3-450d-855d-e1378222ad86&xptdk=140aa83d-a3f3-450d-855d-e1378222ad86,BELIA,https://shopee.co.id/%E2%9D%A4-BELIA-%E2%9D%A4-AZARINE-Superhero-Serum-Marvel-Edition-20ml-Face-Serum-Brightening-Acne-Dark-Spot-Exfoliating-BPOM-i.48382819.21818439826?sp_atk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e&xptdk=acc181b9-d6c9-4a80-8b0e-ff4347cc3e4e
