konveksi,kodebarang,namabarang,deskripsi,hargamodal,dailyprice,anama,alink,bnama,blink,cnama,clink,dnama,dlink,aclick1,aclick2,aclick3,bclick1,bclick2,bclick3,cclick1,cclick2,cclick3,dclick1,dclick2,dclick3
SANDI,D1225,DOMPET LUCINTA,D1225 DOMPET LUCINTA,9900,12199,DOMMO,https://shopee.co.id/-LOKAL--D1225-DOMPET-LUCINTA-Dompet-Lipat-Wanita-MORYMONY-i.135900627.7020732918?sp_atk=77796a5f-db7e-492c-be67-8f4c44985059,MORY MONY,https://shopee.co.id/MORYMONY-DOMPET-LUCINTA-Dompet-Lipat-Wanita-i.20287667.2059895782?sp_atk=9d6d2af5-7e6c-4463-911e-da72c9419503,REYRESHY,https://shopee.co.id/RR-DOMPET-LUCINTA-Dompet-Lipat-Wanita-i.154549401.6844214476?sp_atk=66f478e5-5859-411b-a2d8-d6e9791c617a,,,,,,,,,,,,,,
SANDI,D1229,DOMPET PARIS,D1229 DOMPET PARIS,9000,10499,DOMMO,https://shopee.co.id/-LOKAL--D1229-DOMPET-PARIS-Dompet-Lipat-Mini-Morymony-i.135900627.7020739573?sp_atk=ad538dd5-9c99-47f4-8157-2d2bca2dc05a,MORY MONY,,REYRESHY,https://shopee.co.id/RR-DOMPET-PARIS-Dompet-Lipat-Mini-i.154549401.7043731277?sp_atk=c344bd1f-ea3e-425c-bbcb-9ab43c29c8a1,,,,,,,,,,,,,,
SANDI,D1232,DOMPET CUTE KITTEN,D1232 DOMPET CUTE KITTEN,9000,10999,DOMMO,https://shopee.co.id/product/135900627/7020826526/,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1241,DOMPET DELA,D1241 DOMPET DELA,6750,9630,DOMMO,https://shopee.co.id/-LOKAL--D1241-Dompet-DELA-Dompet-Lipat-Wanita-i.135900627.7124685061?sp_atk=4b36f72a-693d-49d6-9d0b-8e4a9f815b9e,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1242,DOMPET RINKADOL SOMLOH,D1242 DOMPET RINKADOL SOMLOH,11250,12038,DOMMO,https://shopee.co.id/-LOKAL--D1242-DOMPET-RINKADOL-SOMLOH-Dompet-Lipat-Wanita-i.135900627.4124689077?sp_atk=b2277744-7a86-40c1-af25-a817036a4ca9,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1243,DOMPET KIMI,D1243 DOMPET KIMI,8010,9999,DOMMO,,MORY MONY,https://shopee.co.id/MORYMONY-KIMI-Dompet-Lipat-Wanita-Dompet-Mini-Kecil-i.20287667.741857391?sp_atk=d92df718-cad8-43a5-9368-f5fe8b305c0e,REYRESHY,https://shopee.co.id/RR-DOMPET-KIMI-Dompet-Lipat-Wanita-i.154549401.6541692531?sp_atk=1112da9a-ffb4-4068-b85a-2f45e21b2ae0,,,,,,,,,,,,,,
SANDI,D1244,LETHISA DAUN EMAS,D1244 LETHISA DAUN EMAS,10035,12500,DOMMO,https://shopee.co.id/-LOKAL--D1244-LETHISA-DAUN-EMAS-Dompet-Panjang-Wanita-i.135900627.6024694124?sp_atk=161a2eef-a6e5-4568-8669-99c2292029bd,MORY MONY,https://shopee.co.id/MORYMONY-LETHISA-Dompet-Panjang-Wanita-i.20287667.5717660936?sp_atk=f7d1d26f-e65d-41d8-8ca4-9877bfaa48be,REYRESHY,https://shopee.co.id/RR-LETHISA-Dompet-Panjang-Wanita-i.154549401.9602510551?sp_atk=08b0bc9d-d484-41ac-8f99-509e35dc29ca,,,,,,,,,,,,,,
SANDI,D1266,DOMPET BLAEM,D1266 DOMPET BLAEM,9000,9630,DOMMO,https://shopee.co.id/-LOKAL--D1266-DOMPET-BLAEM-Dompet-Lipat-Wanita-i.135900627.4630582712?sp_atk=e28095d0-4290-402c-93cd-ddcc77d5543f,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1268,REVINA,D1268 REVINA,8550,10500,DOMMO,https://shopee.co.id/-LOKAL--D1268-REVINA-Dompet-Lipat-Wanita-i.135900627.5430591717?sp_atk=07dd870b-63aa-46a9-95f3-92323e620796,MORY MONY,https://shopee.co.id/MORYMONY-REVINA-Dompet-Lipat-Wanita-i.20287667.6017661328?sp_atk=518ab256-2c3d-4fc9-9f06-115b14e643db,REYRESHY,https://shopee.co.id/RR-REVINA-Dompet-Lipat-Wanita-i.154549401.5045542769?sp_atk=a6eb2c6d-a9b5-48b7-a9d7-c6968e1819e4,,,,,,,,,,,,,,
SANDI,D1269,DOMPET BUNGA,D1269 DOMPET BUNGA,9000,10000,DOMMO,https://shopee.co.id/-LOKAL--D1269-Dompet-BUNGA-Dompet-Lipat-Wanita-i.135900627.6530591878?sp_atk=2fc9847a-34da-4f05-af9e-a6361fa88fa3,MORY MONY,https://shopee.co.id/MORYMONY-BUNGA-Dompet-Lipat-Wanita-i.20287667.6818342674?sp_atk=2ab2b66b-3cac-4822-9c35-10117d8ecf58,REYRESHY,https://shopee.co.id/RR-BUNGA-Dompet-Lipat-Wanita-i.154549401.5668094312?sp_atk=f9cf3e97-ba26-42ac-bc58-b053ff3f2ae8,,,,,,,,,,,,,,
SANDI,D1270,DOMPET ARROW,D1270 DOMPET ARROW,8100,10000,DOMMO,https://shopee.co.id/product/135900627/3830696294/,MORY MONY,https://shopee.co.id/MORYMONY-DOMPET-ARROW-Dompet-Lipat-Mini-i.20287667.1710613000?sp_atk=35f96a4b-defc-4222-a57f-1e2c9eb0b21a,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1271,DOMPET OCY,D1271 DOMPET OCY,10349,12499,DOMMO,https://shopee.co.id/-LOKAL--D1271-DOMPET-OCY-Dompet-Lipat-Wanita-i.135900627.6930610655?sp_atk=213583a3-3786-4e37-8bf0-59742058decd,MORY MONY,https://shopee.co.id/MORYMONY-DOMPET-OCY-Dompet-Lipat-Wanita-i.20287667.486673068?sp_atk=f1bab826-c229-48a9-ab3d-07da5b3afb67,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1272,DOMPET BLACK PHANTER,D1272 DOMPET BLACK PHANTER,9450,10500,DOMMO,https://shopee.co.id/-LOKAL--D1272-DOMPET-BLACK-PHANTER-Dompet-Lipat-Wanita-i.135900627.6030617473?sp_atk=19034b7e-a3af-43ff-a175-5f0776d2c8cc,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1294,DOMPET DOROTHY,D1294 DOMPET DOROTHY,7199,9000,DOMMO,https://shopee.co.id/-LOKAL--D1294-DOMPET-DOROTHY-Dompet-Lipat-Wanita-i.135900627.5232991463?sp_atk=ce2760e6-6771-4cec-b555-afa4d46b44f3,MORY MONY,https://shopee.co.id/MORYMONY-DOROTHY-Dompet-Lipat-Wanita-i.20287667.6916865213?sp_atk=9fef8fba-b0d3-4a6c-822c-3021356a9c47,REYRESHY,https://shopee.co.id/RR-DOROTHY-Dompet-Lipat-Wanita-i.154549401.5537628398?sp_atk=2db39af8-f4fa-4612-b163-2f013fc85602&xptdk=2db39af8-f4fa-4612-b163-2f013fc85602,,,,,,,,,,,,,,
SANDI,D1295,DOMPET COVID,D1295 DOMPET COVID,9450,11199,DOMMO,https://shopee.co.id/-LOKAL--D1295-DOMPET-COVID-Dompet-Panjang-Wanita-Morymony-i.135900627.7432990942?sp_atk=d36af059-b4e1-41b6-9e56-10c3cfe06d82,MORY MONY,https://shopee.co.id/MORYMONY-COVID-Dompet-Panjang-Wanita-i.20287667.3319789890?sp_atk=237a7317-f73d-4efb-b1aa-e62d69b84d9a,REYRESHY,https://shopee.co.id/RR-COVID-Dompet-Panjang-Wanita-i.154549401.3237797319?sp_atk=44bf66f5-21e0-45e8-a2f1-dda469bf773f,,,,,,,,,,,,,,
SANDI,D1301,DOMPET SLETING TENGAH,D1301 DOMPET SLETING TENGAH,9900,12500,DOMMO,https://shopee.co.id/product/135900627/3734653137/,MORY MONY,https://shopee.co.id/MORYMONY-SLETING-TENGAH-Dompet-Panjang-Wanita-i.20287667.947082162?sp_atk=e091bcef-08fb-461d-b8bd-3aaa90d25ec1,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1302,DOMPET VIKY,D1302 DOMPET VIKY,9000,10999,DOMMO,https://shopee.co.id/-LOKAL--D1302-DOMPET-VIKY-Dompet-Panjang-Wanita-i.135900627.6634556658?sp_atk=16d4fff3-9109-4558-beda-935ae7db890c,MORY MONY,https://shopee.co.id/MORYMONY-DOMPET-VIKY-Dompet-Panjang-Wanita-i.20287667.6117184893?sp_atk=43c14b25-e9f5-4f64-996a-783845f26ec6,REYRESHY,https://shopee.co.id/RR-DOMPET-VIKY-Dompet-Panjang-Wanita-i.154549401.6437634035?sp_atk=645af99d-03ea-4dc8-811c-e0093ae83296,,,,,,,,,,,,,,
SANDI,D1306,DEGI,D1306 DEGI,9900,11999,DOMMO,https://shopee.co.id/-LOKAL--D1306-DEGI-Dompet-Panjang-Wanita-i.135900627.5734575183?sp_atk=cf5ddf16-cabd-42c8-ba3e-252f1248e8e3,MORY MONY,https://shopee.co.id/MORYMONY-DEGI-Dompet-Panjang-Wanita-i.20287667.3311504564?sp_atk=586e021d-76a2-4d03-86bb-6b664bddba2f,REYRESHY,https://shopee.co.id/RR-DEGI-Dompet-Panjang-Wanita-i.154549401.4144220780?sp_atk=ab0c845a-d938-40fc-8b9d-9baebd54766e,,,,,,,,,,,,,,
SANDI,D1307,AMARI,D1307 AMARI,9900,11999,DOMMO,https://shopee.co.id/-LOKAL--D1307-AMARI-Dompet-Lipat-Panjang-Wanita-i.135900627.3234740697?sp_atk=999de6fc-d9e0-4609-85f7-b147ebf29015,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1310,DOMPET Mini INDAH,D1310 DOMPET Mini INDAH,9000,12000,DOMMO,https://shopee.co.id/-LOKAL--D1310-DOMPET-Mini-INDAH-DOMPET-LIPAT-i.135900627.7434590521?sp_atk=6ab055d5-37d0-4737-9629-3e2ed71e3e32,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1312,DOMPET GIGI TARING,D1312 DOMPET GIGI TARING,9000,10500,DOMMO,https://shopee.co.id/-LOKAL--D1312-DOMPET-Gigi-Taring-Dompet-Lipat-Mini-i.135900627.7734814602?sp_atk=03e96910-6065-4d48-bc1c-91a9b4774876,MORY MONY,,REYRESHY,https://shopee.co.id/RR-DOMPET-JESICA-Dompet-Lipat-Mini-i.154549401.11655388141?sp_atk=a1b7300d-bc19-4fa5-aca8-c112811c24b9,,,,,,,,,,,,,,
SANDI,D1318,DOMPET PAMELA,D1318 DOMPET PAMELA,10350,13000,DOMMO,https://shopee.co.id/-LOKAL--D1318-Dompet-PAMELA-Dompet-Koin-dan-Kartu-Morymony-i.135900627.3939775973?sp_atk=bc4396c5-b092-46b2-bf4b-f7f97f698f57,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1319,DOMPET SANTY,D1319 DOMPET SANTY,4500,5999,DOMMO,https://shopee.co.id/-LOKAL--D1319-Dompet-SANTY-Dompet-Koin-Wanita-Morymony-i.135900627.7339674430?sp_atk=ab8931fd-4e18-4408-adb5-11fdcdf5f774,MORY MONY,https://shopee.co.id/MORMONY-SANTY-Dompet-Koin-Wanita-i.20287667.5417184993?sp_atk=b83e4f62-8cf0-4fc2-8e2c-efa1467aa479,REYRESHY,https://shopee.co.id/RR-SANTY-Dompet-Koin-Wanita-i.154549401.7237439882?sp_atk=85dd26bb-e038-45c0-ae79-2ac760311dae,,,,,,,,,,,,,,
SANDI,D1326,DOMPET MADAM,D1326 DOMPET MADAM,9000,11500,DOMMO,https://shopee.co.id/-LOKAL--D1326-DOMPET-MADAM-Dompet-Lipat-Wanita-Korea-Fashion-Batam-i.135900627.5039916000?sp_atk=063370fd-9ab7-4112-8317-f7251bcb5dca,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1328,DOMPET RISKA,D1328 DOMPET RISKA,9000,11000,DOMMO,https://shopee.co.id/-LOKAL--D1328-DOMPET-RISKA-Dompet-panjang-wanita-Morymony-i.135900627.5539930149?sp_atk=026aa2f5-95f1-4c5a-b474-ac5c02b8ff4b,MORY MONY,,REYRESHY,https://shopee.co.id/RR-RISKA-Dompet-Panjang-Wanita-i.154549401.7637449385?sp_atk=b33274fd-1c71-4690-98b8-21e8a64595db,,,,,,,,,,,,,,
SANDI,D1334,DOMPET BULAN,D1334 - DOMPET BULAN,8099,12000,DOMMO,https://shopee.co.id/-LOKAL--D1334-DOMPET-BULAN-Dompet-Lipat-Wanita-i.135900627.4842346874?sp_atk=a4cb7e7d-644c-4dc7-98e6-9023b5b14665,MORY MONY,https://shopee.co.id/MORYMONY-BULAN-Dompet-Lipat-Wanita-i.20287667.5440847238?sp_atk=80e0ca01-34e1-49f0-8f03-c545a843606f,REYRESHY,https://shopee.co.id/RR-BULAN-Dompet-Lipat-wanita-i.154549401.3748339899?sp_atk=46c73c24-e26c-4d3b-be11-38bb424f5a30,,,,,,,,,,,,,,
SANDI,D1347,DELVA,D1347 DELVA,9900,12999,DOMMO,https://shopee.co.id/-LOKAL--D1347-DELVA-Dompet-Panjang-Wanita-MORYMONY-dikirim-dari-jakarta-i.135900627.7344516842?sp_atk=11b6a376-7de6-4602-9f45-a850f0ba4982,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1348,RERE,D1348 RERE,8000,10999,DOMMO,https://shopee.co.id/-LOKAL--D1348-RERE-Dompet-Panjang-Wanita-(dikirim-dari-jakarta)-i.135900627.4144529928?sp_atk=45337b12-8e09-4980-adda-85b37cf0133d,MORY MONY,,REYRESHY,https://shopee.co.id/RR-RERE-Dompet-Panjang-Wanita-i.154549401.12708421246?sp_atk=77cd5642-7825-4f58-b7a6-0480b0ce9ba2,,,,,,,,,,,,,,
SANDI,D1349,DOMPET LOFA,D1349 DOMPET LOFA,11000,13499,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1349-LOFA-MAWAR-Dompet-Panjang-Wanita-MORYMONY-i.135900627.5444594984?sp_atk=953d151d-dfc7-463d-a2b6-d4849e9f6511&xptdk=953d151d-dfc7-463d-a2b6-d4849e9f6511,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1354,APRIL,D1354 APRIL,9000,11000,DOMMO,https://shopee.co.id/product/135900627/6546694081/,MORY MONY,https://shopee.co.id/MORYMONY-APRIL-Dompet-Lipat-Wanita-i.20287667.3153878041?sp_atk=1621fa2e-d754-45bc-bf12-c34a59c0086a,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1366,DOMPET VENOM,D1366 DOMPET VENOM,9900,11499,DOMMO,https://shopee.co.id/-LOKAL--D1366-Dompet-VENOM-Dompet-Lipat-Wanita-MORYMONY-i.135900627.6751455341?sp_atk=b6c3cdc7-2ca7-4656-b885-7a3d383a24c6,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1375,DOMPET PANJANG DOG,D1375 DOMPET PANJANG DOG,13050,14500,DOMMO,https://shopee.co.id/product/135900627/6554786339/,MORY MONY,https://shopee.co.id/MORYMONY-DOG-Dompet-Panjang-Wanita-i.20287667.6737389902?sp_atk=a7c3c690-6efe-46be-82f2-a9d1646cbe49,REYRESHY,https://shopee.co.id/RR-DOG-Dompet-Panjang-Wanita-i.154549401.10429906924?sp_atk=3da95f9f-f5b4-4603-8877-9425a2cf6a2f,,,,,,,,,,,,,,
SANDI,D1376,DOMPET DISIPLIN,D1376 DOMPET DISIPLIN,8500,9799,DOMMO,https://shopee.co.id/-LOKAL--D1376-Dompet-DISIPLIN-Dompet-Displin-Keuangan-Bulanan-Walet-i.135900627.4055679833?sp_atk=47c4971a-c456-4a6d-81e2-0e3283001aca,MORY MONY,https://shopee.co.id/MORYMONY-DISIPLIN-Dompet-Walet-Organizer-Keuangan-Bulanan-i.20287667.11503004465?sp_atk=8e098a15-9af7-4a9f-8535-1a400ba2ec04,REYRESHY,https://shopee.co.id/RR-DISIPLIN-Dompet-Displin-Keuangan-Bulanan-Walet-i.154549401.5550872794?sp_atk=4d979baf-ee8b-4c8c-84dd-5c49d6cd2e1a,,,,,,,,,,,,,,
SANDI,D1395,DOMPET LUCY,D1395 DOMPET LUCY,8505,9999,DOMMO,https://shopee.co.id/-LOKAL--D1395-Dompet-LUCY-Pocket-Bag-Tas-Slempang-Wanita-(2in1-Bisa-Dompet-Bisa-Selempang)-i.135900627.4567440930?sp_atk=0c44c06f-c2f7-4dca-b69f-3c9387081904,MORY MONY,https://shopee.co.id/MORYMONY-LUCY-Dompet-Pocket-Tas-Selempang-Hp-Wanita-i.20287667.5416865942?sp_atk=a52026fa-826a-4f1d-95fc-484ac9e645b9,REYRESHY,https://shopee.co.id/RR-LUCY-Dompet-Pocket-Tas-Selempang-HP-Wanita-i.154549401.7637631597?sp_atk=da392349-9b35-4486-8560-67fb34788210,,,,,,,,,,,,,,
SANDI,D1398,DOMPET HPO,D1398 DOMPET HPO,11700,17000,DOMMO,https://shopee.co.id/-LOKAL--D1398-Dompet-HPO-Dompet-Tempat-HP-Dompet-Lipat-Wanita-i.135900627.8701917067?sp_atk=5928e8e2-cf38-438d-bc6a-8087c9455471,MORY MONY,,REYRESHY,https://shopee.co.id/RR-DOMPET-HPO-Dompet-Tempat-HP-Dompet-Lipat-Wanita-i.154549401.4840747517?sp_atk=2865c908-12f1-4097-98f6-c671faf94e18,,,,,,,,,,,,,,
SANDI,D1399,DOMPET MEGAN,D1399 DOMPET MEGAN,8000,10999,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1399-Dompet-MEGAN-Dompet-Pocket-Tempat-HP-Wanita-i.135900627.5967442743?sp_atk=5def3c8e-5f87-490d-86ee-d9c1c8e3e781&xptdk=5def3c8e-5f87-490d-86ee-d9c1c8e3e781,MORY MONY,,REYRESHY,https://shopee.co.id/RR-MEGAN-Dompet-Pocket-Tempat-HP-Wanita-i.154549401.4314002540?sp_atk=4bf11a3d-6d19-4686-b520-91e0104d5826,,,,,,,,,,,,,,
SANDI,D1444,TAS JESLIN,D1444 TAS JESLIN,9135,11999,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1444-Tas-JESLIN-Shoulder-Bag-i.135900627.3379343234?sp_atk=2cf579ba-af58-4505-a26f-39f1112e141b&xptdk=2cf579ba-af58-4505-a26f-39f1112e141b,MORY MONY,https://shopee.co.id/MORMON-JESLIN-Shoulder-Bag-Tas-Bahu-Wanita-Murah-Kanvas-i.20287667.7176296634?sp_atk=aff2c167-2f83-4e09-a4f2-ce09a1a20b21&xptdk=aff2c167-2f83-4e09-a4f2-ce09a1a20b21,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1451,TAS FLORENCE,D1451 TAS FLORENCE,8099,8500,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1451-Tas-FLORENCE-Tas-Selempang-Wanita-i.135900627.9315271287?sp_atk=5f58315d-ddfa-46b0-8eef-e35f33074d60&xptdk=5f58315d-ddfa-46b0-8eef-e35f33074d60,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1491,DOMPET ORGANIZER,D1491 DOMPET ORGANIZER,9000,10500,DOMMO,https://shopee.co.id/product/135900627/9647586247/,MORY MONY,https://shopee.co.id/MORYMONY-ORGANIZER-POLKADOT-Dompet-Disiplin-Keuangan-Bulanan-Walet-Organizer-i.20287667.9643665174?sp_atk=85c7ff0c-dbc6-4a1c-bb84-5fbdb9726d1c,REYRESHY,https://shopee.co.id/RR-ORGANIZER-POLKADOT-DISCARD-Dompet-Wanita-Disiplin-Keuangan-Bulanan-ADA-SLOT-KARTU-i.154549401.5876974943?sp_atk=60bd07bd-46ba-4fac-ae4b-72a896bca821,,,,,,,,,,,,,,
SANDI,D1492,MEMORY,D1492 MEMORY,7199,8999,DOMMO,https://shopee.co.id/-LOKAL--D1492-MEMORY-Dompet-Panjang-Wanita-i.135900627.3587883664?sp_atk=a096d2b5-283b-45fa-96fb-c4cb1c90bb2b,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1493,DOMPET YOU,D1493 DOMPET YOU,10800,13000,DOMMO,https://shopee.co.id/-LOKAL--D1493-Dompet-YOU-Dompet-Panjang-Wanita-i.135900627.9751727339?sp_atk=faaed1c0-823b-4855-a84f-7d70782dcc89,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1507,SERUNI,D1507 SERUNI,11250,13499,DOMMO,https://shopee.co.id/product/135900627/10246944345/,MORY MONY,https://shopee.co.id/MORYMONY-SERUNI-Dompet-Panjang-Wanita-i.20287667.4540847348?sp_atk=1c1df427-5ea2-476b-924d-fe6453348e96,REYRESHY,https://shopee.co.id/RR-SERUNI-Dompet-Panjang-Wanita-i.154549401.6343727076?sp_atk=008122d3-569c-4e5f-8b88-e4cc1ab7b9d6,,,,,,,,,,,,,,
SANDI,D1515,DOMPET NAVISA,D1515 DOMPET NAVISA,9900,11000,DOMMO,https://shopee.co.id/-D1515-DOMPET-NAVISA-Dompet-Pocket-Tempat-Hp-Wanita-i.135900627.10367818596?sp_atk=271aebac-9cc4-4d49-9c26-bb7cf7a095c8,MORY MONY,https://shopee.co.id/MORYMONY-NAVISA-Dompet-Pocket-Tempat-Hp-Wanita-i.20287667.6983256629?sp_atk=7be37ce8-63f1-4c09-9750-45ea95a19a4b,REYRESHY,https://shopee.co.id/RR-NAVISA-Tas-Selempang-Dompet-Hp-Wanita-i.154549401.9390667835?sp_atk=bc49e41c-9c56-4156-a530-c1fb828731d9,,,,,,,,,,,,,,
SANDI,D1516,POCKET CACA,D1516 POCKET CACA,11700,16999,DOMMO,https://shopee.co.id/-D1516-POCKET-CACA-Dompet-Pocket-Tempat-Hp-Selempang-Wanita-i.135900627.12047702833?sp_atk=12e77868-0537-4c35-89bc-687ba7ba111c,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1519,POCKET CYNTIA,D1519 POCKET CYNTIA,10350,12399,DOMMO,https://shopee.co.id/-D1519-POCKET-CYNTIA-Pocket-Bag-Tas-Selempang-Wanita-(2in1-Bisa-Dompet-Bisa-Selempang)-i.135900627.15709448112?sp_atk=a735558e-0af3-4a20-aa52-c90a1b468bd8,MORY MONY,https://shopee.co.id/MORYMONY-CYNTIA-Pocket-Bag-Tas-Selempang-Wanita-(2in1-Bisa-Dompet-Bisa-Selempang)-i.20287667.6529218826?sp_atk=a0333c72-e7f0-42c3-b078-d444fec6cd75,REYRESHY,https://shopee.co.id/RR-CYNTIA-Pocket-Bag-Tas-Selempang-Wanita-(2in1-Bisa-Dompet-Bisa-Selempang)-i.154549401.8117021086?sp_atk=2ca49b64-71e2-4cfd-8633-510c86be6f6a,,,,,,,,,,,,,,
SANDI,D1353,Dompet Hoki,D1353 Dompet Hoki,9450,14500,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1353-HOKI-Dompet-Lipat-Wanita-MORYMONY-i.135900627.6446692351?sp_atk=440b681c-d353-4ac5-8b56-e74b709683ae&xptdk=440b681c-d353-4ac5-8b56-e74b709683ae,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1209,Dompet Sherma,D1209 Dompet Sherma,17300,18250,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1209-DOMPET-SHERMA-Dompet-Lipat-Wanita-i.135900627.7726141724?sp_atk=6b160eed-7c90-43fe-92c5-5469bda08cb6&xptdk=6b160eed-7c90-43fe-92c5-5469bda08cb6,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1340,Dompet Thalia,D1340 Dompet Thalia,12420,14500,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1340-MORYMONY-THALIA-Dompet-Lipat-Wanita-i.135900627.7744297172?sp_atk=ca3b9af1-8c11-4ae4-bc74-fb4e24fcd1e2&xptdk=ca3b9af1-8c11-4ae4-bc74-fb4e24fcd1e2,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1346,Dompet Adora,D1346 Dompet Adora,9900,14999,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1346-ADORA-Dompet-Panjang-Wanita-MORYMONY-dikirim-dari-jakarta-i.135900627.7344519359?sp_atk=2c8e410f-bf71-4ee8-a0a3-52548da1a16c&xptdk=2c8e410f-bf71-4ee8-a0a3-52548da1a16c,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1317,Dompet Josie,D1317 Dompet Josie,10613,11500,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1317-Dompet-JOSIE-Dompet-Lipat-Wanita-Morymony-i.135900627.7339667116?sp_atk=6a206fe9-cb62-43a3-a5b3-6b553e2bfa33&xptdk=6a206fe9-cb62-43a3-a5b3-6b553e2bfa33,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1368,Dompet Kaoru,D1368 Dompet Kaoru,14260,13500,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1368-Dompet-KAORU-Dompet-Panjang-Wanita-MORYMONY-i.135900627.6951461541?sp_atk=efd72ae5-0b8c-4a07-98c5-a4298020e5e7&xptdk=efd72ae5-0b8c-4a07-98c5-a4298020e5e7,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1365,Dompet Jeje,D1365 Dompet Jeje,12420,14500,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1365-Dompet-JEJE-Dompet-Lipat-Wanita-MORYMONY-i.135900627.7251452436?sp_atk=c6f518e1-ad56-45b5-bf9e-dd67a636dc88&xptdk=c6f518e1-ad56-45b5-bf9e-dd67a636dc88,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1356,Dompet Gwenda,D1356 Dompet Gwenda,0,14500,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1356-Dompet-GWENDA-Dompet-Lipat-Wanita-i.135900627.4848881040?sp_atk=5db7d36d-e820-463b-ab20-e8119635a907&xptdk=5db7d36d-e820-463b-ab20-e8119635a907,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1303,Dompet Devia,D1303 Dompet Devia,10578,13000,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1303-DOMPET-DEVIA-Dompet-Lipat-Mini-i.135900627.4734558527?sp_atk=f0a49ffb-0020-4a0d-ab54-1c30ae093526&xptdk=f0a49ffb-0020-4a0d-ab54-1c30ae093526,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1364,Dompet Carmila,D1364 Dompet Carmila,12420,12000,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1364-Dompet-CARMILA-Dompet-Lipat-Wanita-MORYMONY-i.135900627.5351452330?sp_atk=6aa607d9-c7c4-4fc5-b83c-56125c54342b&xptdk=6aa607d9-c7c4-4fc5-b83c-56125c54342b,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1358,Dompet Vindy,D1358 Dompet Vindy,11920,13999,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1358-VINDY-Dompet-Lipat-Wanita-MORYMONY-i.135900627.5848889532?sp_atk=1bf73911-8c9a-4c98-aab7-6216778bd86e&xptdk=1bf73911-8c9a-4c98-aab7-6216778bd86e,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
SANDI,D1363,Dompet Flavia,D1363 Dompet Flavia,13760,16500,DOMMO,https://shopee.co.id/-LOKAL-DOMMO-D1363-FLAVIA-Dompet-Lipat-Wanita-MORYMONY-i.135900627.5048930405?sp_atk=dd076691-2d70-47e9-931b-f837ccac7b3b&xptdk=dd076691-2d70-47e9-931b-f837ccac7b3b,MORY MONY,,REYRESHY,,,,,,,,,,,,,,,
