konveksi,kodebarang,namabarang,deskripsi,hargamodal,dailyprice,linkproduk,anamapesaing,alinkpesaing,bnamapesaing,blinkpesaing
IOSM,D6085,Ikat Rambut,D6085 Ikat Rambut,0,1600,https://shopee.co.id/product/135900627/21905830262/,OSM,https://shopee.co.id/OSM-JKT-F5129-Ikat-Rambut-Pita-Fashion-Korea-Ribbon-Hair-Tie-Kuncir-Rambut-Ikat-Rambut-Import-i.231799972.8739829841?sp_atk=76a36500-8864-4ae6-9d9e-ebc92a4c4222&xptdk=76a36500-8864-4ae6-9d9e-ebc92a4c4222,SK,-
IOSM,D6080,Tas Bekal Karakter,D6080 Tas Bekal Karakter,10430,11500,https://shopee.co.id/product/135900627/16736191028/,OSM,-,SK,-
IOSM,D6072,Ikat Rambut Karet,D6072 Ikat Rambut Karet,3926,5900,https://shopee.co.id/product/135900627/13673410752/,OSM,https://shopee.co.id/OSM-JKT-F745-Ikat-Rambut-Karet-Kecil-Elastis-Gaya-Korea-untuk-Wanita-(100-PCS)-Karet-Rambut-Anak-i.231799972.10123451667?sp_atk=656f5b49-0b96-464e-b630-82113cdd029e&xptdk=656f5b49-0b96-464e-b630-82113cdd029e,SK,-
IOSM,D8191,Gel Nail Polish,D8191 Gel Nail Polish,3758,6850,https://shopee.co.id/product/135900627/17323868703/,OSM,https://shopee.co.id/OSM-JKT-F5249-Kutek-Korea-2-in-1-Halal-Cat-Kuku-Nail-Polish-2-in-1-Kutek-Kuku-i.231799972.12915521532?sp_atk=27521257-2da5-4749-9fbc-fd26bffa48d8&xptdk=27521257-2da5-4749-9fbc-fd26bffa48d8,SK,-
IOSM,D8177,Sponge Kentang,D8177 Sponge Kentang,5091,7650,https://shopee.co.id/product/135900627/14354099986/,OSM,-,SK,-
IOSM,D6038,Cetakan Telur,D6038 Cetakan Telur,2129,2988,https://shopee.co.id/product/135900627/7865670626/,OSM,-,SK,-
IOSM,D6000,BONEKA GOYANG,D6000 BONEKA GOYANG,4845,1999,https://shopee.co.id/product/135900627/6611924280/,OSM,-,SK,-
IOSM,D6040,Lap Tangan,D6040 Lap Tangan,1932,2750,https://shopee.co.id/product/135900627/4665689112/,OSM,-,SK,-
IOSM,D4013,Kacamata Hitam Korean,D4013 Kacamata Hitam Korean,3238,5750,https://shopee.co.id/product/135900627/14468837937/,OSM,-,SK,-
IOSM,D4012,Faceshield Kacamata,D4012 Faceshield Kacamata,1324,1850,https://shopee.co.id/product/135900627/6153805444/,OSM,https://shopee.co.id/OSM-JKT-714-Faceshield-Kacamata-Dewasa-Anak-Face-Shield-Nagita-Pelindung-Wajah-Faceshield-Karakter-i.231799972.6348865242?sp_atk=6d957b20-a276-473c-8034-afa3c3fbcd21&xptdk=6d957b20-a276-473c-8034-afa3c3fbcd21,SK,-
IOSM,D7011,Tirai love,D7011 Tirai love,6982,10779,https://shopee.co.id/product/135900627/5430300591/,OSM,-,SK,-
IOSM,D6035,Pembersih Telinga,D6035 Pembersih Telinga,557,1899,https://shopee.co.id/product/135900627/5162704315/,OSM,-,SK,-
IOSM,D6013,Kalung Stainless,D6013 Kalung Stainless,0,5897,https://shopee.co.id/product/135900627/3632428186/,OSM,-,SK,-
IOSM,D6004,PopSocket,D6004 PopSocket,6690,1940,https://shopee.co.id/product/135900627/3914303737/,OSM,-,SK,-
IOSM,D6003,Bebek Kuning,D6003 Bebek Kuning,0,8975,https://shopee.co.id/product/135900627/4712924887/,OSM,-,SK,-
IOSM,D6089,Sikat gigi 10 in 1,D6089 Sikat gigi 10 in 1,4540,7850,https://shopee.co.id/product/135900627/21638280891/,OSM,https://shopee.co.id/OSM-JKT-H5463-Sikat-Gigi-10-in-1-Sikat-Gigi-Dewasa-Sikat-Gigi-Bulu-Halus-Murah-Sikat-Gigi-Bulu-Lembut-Sikat-Gigi-Impor-i.231799972.18609585171?sp_atk=4f423270-0955-4cfd-90a7-571322b64a93&xptdk=4f423270-0955-4cfd-90a7-571322b64a93,SK,-
IOSM,D6090,Sikat gigi 10pcs,D6090 Sikat gigi 10pcs,4824,8290,https://shopee.co.id/product/135900627/18838285609/,OSM,https://shopee.co.id/OSM-JKT-H5438-Sikat-Gigi-Set-10-PCS-Sikat-Gigi-Dewasa-1-Set-Toothbrush-Double-Care-Sensitive-Soft-Sweet-Bee-Sikat-Gigi-Medium-Impor-i.231799972.19603757009?sp_atk=8099338f-da38-40b2-9f16-029b32eb6132&xptdk=8099338f-da38-40b2-9f16-029b32eb6132,SK,-
IOSM,D6091,Keranjang baju,D6091 Keranjang baju,9880,11990,https://shopee.co.id/product/135900627/20838331952/,OSM,https://shopee.co.id/OSM-JKT-H5465-Kantong-Organizer-Keranjang-Baju-Kotor-Keranjang-Baju-Kotor-Lipat-Keranjang-Pakaian-Cucian-Laundry-Bag-Tutup-Serut-i.231799972.20210222585?sp_atk=006fa37a-164f-4abc-abec-91b351f7d7fb&xptdk=006fa37a-164f-4abc-abec-91b351f7d7fb,SK,-
IOSM,D6092,Payung lipat,D6092 Payung lipat,14471,17800,https://shopee.co.id/product/135900627/19838323177/,OSM,https://shopee.co.id/OSM-JKT-P5449-Payung-Lipat-Motif-Bunga-Umbrella-Payung-Lipat-Motif-Random-Payung-Lipat-3-Pelindung-Panas-Hujan-Payung-Lipat-Korea-i.231799972.17273062932?sp_atk=9708cf87-89f9-4f5d-9968-4313d753522a&xptdk=9708cf87-89f9-4f5d-9968-4313d753522a,SK,-
IOSM,D6093,Botol minum sedotan,D6093 Botol minum sedotan,13013,19500,https://shopee.co.id/product/135900627/11497678880/,OSM,https://shopee.co.id/OSM-JKT-H5461-Botol-Minum-Wheat-Botol-Minum-Sedotan-Korea-Tumbler-Cup-Wheat-Straw-Eco-Friendly-2-Tutup-Free-Sedotan-i.231799972.17573504867?sp_atk=f2822e3c-e211-4a98-bb75-a973f4439602&xptdk=f2822e3c-e211-4a98-bb75-a973f4439602,SK,-
IOSM,D6094,Spatula random,D6094 Spatula random,4048,4900,https://shopee.co.id/product/135900627/19840239815/,OSM,https://shopee.co.id/OSM-JKT-H5426-Spatula-Masak-Silikon-Spatula-Silicon-Tahan-Panas-Spatula-Masak-Spatula-Pengaduk-Adonan-Kue-i.231799972.13891676755?sp_atk=8793d713-490a-4fd8-aa23-8970c773e970&xptdk=8793d713-490a-4fd8-aa23-8970c773e970,SK,-
IOSM,D6095,Sarung tangan karet,D6095 Sarung tangan karet,11996,17500,https://shopee.co.id/product/135900627/12296099403/,OSM,https://shopee.co.id/OSM-JKT-H570-Sarung-Tangan-Cuci-Piring-Sarung-Tangan-Cuci-Piring-Silikon-Multifungsi-Sarung-Tangan-Silikon-Sarung-Tangan-Karet-i.231799972.15383964891?sp_atk=575ee090-cc49-4115-af41-2b5a198ac98c&xptdk=575ee090-cc49-4115-af41-2b5a198ac98c,SK,-
IOSM,D6096,Handuk kepala,D6096 Handuk kepala ,3543,5479,https://shopee.co.id/product/135900627/21140421999/,OSM,https://shopee.co.id/OSM-JKT-H858-Handuk-Kepala-Keramas-Handuk-Pengering-Rambut-Berkancing-Handuk-Kepala-Keramas-Microfiber-Handuk-Keramas-Cepat-Kering-i.231799972.15883054784?sp_atk=e6914ca7-0c5e-496a-8c78-100d673e6e38&xptdk=e6914ca7-0c5e-496a-8c78-100d673e6e38,SK,-
IOSM,D6097,Sikat spons,D6097 Sikat spons,1119,2175,https://shopee.co.id/product/135900627/20540425193/,OSM,https://shopee.co.id/OSM-JKT-H5418-Sikat-Botol-Susu-Pembersih-Botol-Susu-Brush-Pembersih-Botol-Sikat-Botol-Sikat-Spons-Pembersih-Botol-Susu-i.231799972.16056515476?sp_atk=8d52138a-fc01-4ce8-b546-c4aae46c84ff&xptdk=8d52138a-fc01-4ce8-b546-c4aae46c84ff,SK,-
IOSM,D6098,Kain lap tangan,D6098 Kain lap tangan,2041,2990,https://shopee.co.id/product/135900627/21140426731/,OSM,https://shopee.co.id/OSM-JKT-H5419-Kain-Lap-Tangan-Lap-Handuk-Tangan-Gantung-Polos-Motif-Buah-Kain-Lap-Dapur-Hand-Towel-Serbaguna-Kain-Lap-Tangan-Model-Gantung-i.231799972.13491287312?sp_atk=d93f7300-0765-4a31-825f-31c57d2b523f&xptdk=d93f7300-0765-4a31-825f-31c57d2b523f,SK,-
IOSM,D6099,Cetakan kue,D6099 Cetakan kue,4198,6990,https://shopee.co.id/product/135900627/19440431391/,OSM,https://shopee.co.id/OSM-JKT-H588-Alat-Cetakan-Hiasan-Kue-8-IN-1-Cake-Pen-Cake-Decoration-Semprotan-Cream-Cake-Decoration-Alat-Penghias-Kue-8-in-1-i.231799972.13691679426?sp_atk=8e629511-119c-41ee-83a6-08c544d4658b&xptdk=8e629511-119c-41ee-83a6-08c544d4658b,SK,-
IOSM,D6100,Headset,D6100 Headset,4770,5295,https://shopee.co.id/product/135900627/17983794218/,OSM,https://shopee.co.id/OSM-JKT-H681-Headset-Macaron-Matte-U19-Handsfree-U19-Macaron-Mate-Color-Hifi-Extra-Bass-i.231799972.6167587320?sp_atk=533f78f1-9767-4887-b39f-e646b244692e&xptdk=533f78f1-9767-4887-b39f-e646b244692e,SK,-
IOSM,D2015,Celana Dalam Munafie,D2015 Celana Dalam Munafie,6817,9999,https://shopee.co.id/-IMPOR-DOMMO-D2015-Celana-Pria-Pinggang-Rendah-Low-Waist-Safety-Pants-Bentuk-Segi-Empat-i.135900627.6517416897?sp_atk=2292882d-96bf-4252-b9da-a02a8c7e68f2&xptdk=2292882d-96bf-4252-b9da-a02a8c7e68f2,OSM,-,SK,-
