konveksi,kodebarang,namabarang,deskripsi,hargamodal,dailyprice,linkproduk,hargaproduk,anamapesaing,ahargapesaing,alinkpesaing,bnamapesaing,bhargapesaing,blinkpesaing
DONI,D1435,LILI,D1435 LILI,16965,19999,https://shopee.co.id/-LOKAL--D1435-TAS-LILI-UK-Tas-Selempang-Fashion-Wanita-i.135900627.3778593479?sp_atk=359d65bc-cf61-4ad1-a932-9dd7e7525f5c,19999,MORY MONY,-,https://shopee.co.id/MORYMONY-UK-Tas-Selempang-Wanita-Slingbag-Batam-Murah-i.20287667.8517609176?sp_atk=9211e42c-1c94-4f2a-8c23-b946c4faf9a0,REYRESHY,-,-
DONI,D1439,ANATA,D1439 ANATA,14789,17999,https://shopee.co.id/-LOKAL--D1439-Tas-ANATA-Tas-Selempang-Wanita-i.135900627.9213936826?sp_atk=ac0f453e-9f4e-4162-8c4f-2cafee4c4563,17999,MORY MONY,17999,https://shopee.co.id/MORYMONY-ANATA-Tas-Selempang-Wanita-i.20287667.3182830258?sp_atk=a71c42c6-2a68-4082-a418-1262039077bb,REYRESHY,-,-
DONI,D1440,TAS AR,D1440 TAS AR,16965,18999,https://shopee.co.id/-LOKAL--D1440-Tas-AR-Tas-Selempang-Wanita-i.135900627.8913943918?sp_atk=63794763-c8ad-49dc-b51e-bac5ccfc7982,18999,MORY MONY,10000,https://shopee.co.id/MORYMONY-AR-Tas-Selempang-Wanita-Slingbag-Shoulder-Bag-Tas-Tenteng-Rante-Jinjing-Murah-i.20287667.3468471538?sp_atk=8114ea42-a9ea-40e7-a8eb-cd5d9f5cb4a5,REYRESHY,-,-
DONI,D1450,SOFIA,D1450 SOFIA,14790,16500,https://shopee.co.id/-LOKAL--D1450-Tas-SOFIA-Tas-Selempang-Wanita-morymony-i.135900627.9715264588?sp_atk=39e7453b-b9f1-4056-835d-a91b3778a3b2,16500,MORY MONY,13999,https://shopee.co.id/MORYMONY-SOFIA-Tas-Selempang-Wanita-i.20287667.5476566614?sp_atk=484fe173-3e90-4e08-90ae-923dad4cba0b,REYRESHY,-,-
DONI,D1452,AURELIA,D1452 AURELIA,16529,19999,https://shopee.co.id/-LOKAL--D1452-Tas-Aurelia-Tas-Selempang-Wanita-i.135900627.8515271872?sp_atk=97179178-ea14-4c22-b67b-af23c6ffc299,19999,MORY MONY,-,-,REYRESHY,-,-
DONI,D1461,ABIEL,D1461 ABIEL,16095,17999,https://shopee.co.id/-LOKAL--D1461-Tas-ABIEL-Shoulder-Bag-Tas-Wanita-Selempang-Wanita-i.135900627.8517195578?sp_atk=f164711a-4570-428a-8036-638d59f818ee,17999,MORY MONY,17000,https://shopee.co.id/MORMON-ABIEL-Shoulder-Bag-Tas-Selempang-Wanita-Slingbag-i.20287667.9414786125?sp_atk=7b7fa3e8-ff27-4021-8300-c97a8c8a8583&xptdk=7b7fa3e8-ff27-4021-8300-c97a8c8a8583,REYRESHY,-,-
DONI,D1462,RIBKA,D1462 RIBKA,27045,32500,https://shopee.co.id/-LOKAL--D1462-Tas-RIBKA-Tas-Ransel-Wanita-Backpack-Fashion-Wanita-i.135900627.8117196636?sp_atk=cf14a7c6-1597-419a-a620-d945bc71f713,32500,MORY MONY,15000,https://shopee.co.id/MORYMONY-RIBKA-Tas-Ransel-Wanita-i.20287667.8611489610?sp_atk=57d51fc4-377a-4e4c-be02-8c34764de5a5,REYRESHY,-,-
DONI,D1463,LESTI,D1463 LESTI,22185,24500,https://shopee.co.id/-LOKAL--D1463-Tas-LESTI-Shoulder-Bag-Tas-Wanita-i.135900627.8217202733?sp_atk=3da290a6-a011-4de9-800e-218086ff3065,24500,MORY MONY,10000,https://shopee.co.id/MORYMONY-LESTI-Shoulder-Bag-Tas-Bahu-Wanita-Tas-Selempang-i.20287667.9914103163?sp_atk=703196f8-3d7d-4d04-85d3-64b6e3303425,REYRESHY,-,-
DONI,D1464,LUPIN,D1464 LUPIN,8500,14000,https://shopee.co.id/-LOKAL--D1464-Tas-LUPIN-Tas-Clutch-Wanita-i.135900627.6181047631?sp_atk=92fcbb4d-d301-41b1-a08e-6c4506d7fe21,14000,MORY MONY,-,https://shopee.co.id/MORYMONY-LUPIN-Tas-Clutch-Wanita-Handbag-Tas-Tangan-Tenteng-i.20287667.5177599706?sp_atk=622e2e4f-9867-4f3a-abf1-3a326aee0404,REYRESHY,-,-
DONI,D1465,RAMORA,D1465 RAMORA,12180,15000,https://shopee.co.id/-LOKAL--D1465-Tas-RAMORA-Tas-Selempang-Wanita-tas-Wanita-i.135900627.8717216678?sp_atk=4569d75c-fc80-467d-b5f6-91f30f56de33,15000,MORY MONY,9999,https://shopee.co.id/MORYMONY-RAMORA-Tas-Selempang-Wanita-i.20287667.5677649384?sp_atk=7e4d1c3a-c6b1-408f-b6cd-fd57855c2cac,REYRESHY,-,-
DONI,D1466,SABRINA,D1466 SABRINA,8500,9999,https://shopee.co.id/-LOKAL--D1466-Tas-SABRINA-Shoulder-Bag-Tas-Bahu-Wanita-Transparant-i.135900627.9817219327?sp_atk=96abab14-3e18-4070-a4f6-c9d11b3cdbfa,9999,MORY MONY,-,https://shopee.co.id/MORYMONY-SABRINA-Shoulder-Bag-Tas-Selempang-Wanita-i.20287667.3377695265?sp_atk=cbd1b73e-0a70-424d-847c-cee58a7a16db,REYRESHY,-,-
DONI,D1467,ALFIRA,D1467 ALFIRA,16965,19999,https://shopee.co.id/-LOKAL--D1467-Tas-ALFIRA-Tas-Selempang-Wanita-i.135900627.9319433111?sp_atk=795a1dbc-f034-474f-9d32-dcbe7ab026e5,19999,MORY MONY,-,https://shopee.co.id/MORYMONY-ALFIRA-Tas-Selempang-Wanita-i.20287667.3003067304?sp_atk=7a503a05-f0d5-426f-b28d-d2f46cf93650,REYRESHY,-,-
DONI,D1468,RANSEL DAYANA,D1468 RANSEL DAYANA,13000,14999,https://shopee.co.id/-LOKAL--D1468-Ransel-DAYANA-Tas-Ransel-Backpack-Multifungsi-i.135900627.7580358896?sp_atk=0bd40052-d76d-4161-ae28-c2f693e9ffa9,14999,MORY MONY,-,https://shopee.co.id/MORYMONY-DAYANA-Tas-Ransel-Backpack-Fashion-Wanita-i.20287667.9609708993?sp_atk=8a9408fb-a56e-4202-864d-e6678d7df2bb,REYRESHY,-,-
DONI,D1469,TAS ASTELA - TAS SELEMPANG WANITA,D1469 TAS ASTELA - TAS SELEMPANG WANITA,17399,19499,https://shopee.co.id/-LOKAL-DOMMO-D1469-Tas-ASTELA-Tas-Selempang-Wanita-i.135900627.9319450236?sp_atk=5afa6bd6-8ed5-41cb-8390-f55903565a00&xptdk=5afa6bd6-8ed5-41cb-8390-f55903565a00,19499,MORY MONY,15000,https://shopee.co.id/MORYMONY-ASTELA-Tas-Selempang-Wanita-Slingbag-Mini-Murah-i.20287667.8711360983?sp_atk=31e1177b-9124-424d-bffd-db8ee6451de4&xptdk=31e1177b-9124-424d-bffd-db8ee6451de4,REYRESHY,-,-
DONI,D1470,WAISTBAG KENDAL - TAS PINGGANG PRIA WAISTBAG,D1470 WAISTBAG KENDAL - TAS PINGGANG PRIA WAISTBAG,14790,16499,https://shopee.co.id/-LOKAL-DOMMO-D1470-WAISTBAG-KENDAL-Tas-Pinggang-Pria-Waistbag-i.135900627.5780363213?sp_atk=39529ff1-f30d-44c4-b650-9fee9ba2592c&xptdk=39529ff1-f30d-44c4-b650-9fee9ba2592c,16499,MORY MONY,10000,https://shopee.co.id/MORYMONY-KENDAL-Tas-Pinggang-Pria-Waistbag-Murah-Selempang-i.20287667.7078123876?sp_atk=aaf78d67-69d0-495a-be59-352c9132f97d&xptdk=aaf78d67-69d0-495a-be59-352c9132f97d,REYRESHY,-,-
DONI,D1472,MEY,D1472 MEY,13485,14850,https://shopee.co.id/-LOKAL--D1472-Tas-MEY-Slingbag-i.135900627.6380363724?sp_atk=d4f58733-e57f-442d-8d72-c68eeb7a49d9,14850,MORY MONY,10000,https://shopee.co.id/MORYMONY-MEY-Slingbag-Tas-Selempang-Wanita-Mini-i.20287667.8713286507?sp_atk=78d3b3a3-046e-48e2-a87e-e4fd99ff048a,REYRESHY,-,-
DONI,D1473,KILUA,D1473 KILUA,13920,15500,https://shopee.co.id/-LOKAL--D1473-Tas-KILUA-Tas-Selempang-Wanita-Tas-Fashion-Morymony-i.135900627.3010186851?sp_atk=4eac7d4f-9bb7-4044-aaec-9dfef759a050,15500,MORY MONY,12000,https://shopee.co.id/MORYMONY-KILUA-Tas-Selempang-Wanita-i.20287667.3456939976?sp_atk=30e6d582-44a3-4e90-b073-61fcfaddc706,REYRESHY,-,-
DONI,D1477,TAS BOY,D1477 TAS BOY,20445,22999,https://shopee.co.id/-LOKAL--D1477-Tas-BOY-Ransel-Pria-Wanita-i.135900627.7781305748?sp_atk=4eeaa67b-d2e0-42ca-93b0-58d121894e67,22999,MORY MONY,14999,https://shopee.co.id/MORYMONY-BOY-Tas-Ransel-Backpack-Fashion-i.20287667.3779350491?sp_atk=6426f670-4a73-4151-9cab-02ee00f07ef0,REYRESHY,-,-
DONI,D1481,ESTER,D1481 ESTER,12180,15000,https://shopee.co.id/-LOKAL--D1481-Tote-ESTER-Tote-Bag-Wanita-i.135900627.8230059076?sp_atk=d73caa22-2605-4a11-aaf1-7d8b214b397e,15000,MORY MONY,10000,https://shopee.co.id/MORYMONY-ESTER-Tote-Bag-Wanita-Murah-Kpop-i.20287667.8014103365?sp_atk=26fd7a39-d652-4449-812c-ba3a132f068f,REYRESHY,-,-
DONI,D1482,CHLOE,D1482 CHLOE,10831,13450,https://shopee.co.id/-LOKAL--D1482-Tas-CHLOE-Tas-Selempang-Wanita-i.135900627.7682905026?sp_atk=6b59dde8-d21d-4abf-8ef7-e07dfe692683,13450,MORY MONY,13999,https://shopee.co.id/MORYMONY-CHLOE-Tas-Selempang-Wanita-i.20287667.7278668313?sp_atk=875ea626-92c0-4d43-bf97-946e9649e554,REYRESHY,-,-
DONI,D1483,QALBY,D1483 QALBY,19575,23000,https://shopee.co.id/-LOKAL--D1483-Tas-QALBY-Tas-Selempang-Wanita-i.135900627.4082918159?sp_atk=462b2c4d-e4f6-4b1e-a271-37865a10ee0b,23000,MORY MONY,-,https://shopee.co.id/MORYMONY-QALBY-Tas-Selempang-Wanita-i.20287667.8215283961?sp_atk=75a31702-b8c6-4cbb-a129-8ff7458eb2f4,REYRESHY,-,-
DONI,D1484,MELISA,D1484 MELISA,15964,19000,https://shopee.co.id/-LOKAL--D1484-Tas-MELISA-Tas-Selempang-Wanita-i.135900627.7282916448?sp_atk=e31c4884-46d5-482d-9e3b-73e51d86383c,19000,MORY MONY,21500,https://shopee.co.id/MORYMONY-MELISA-Tas-Selempang-Wanita-Slingbag-i.20287667.9015836284?sp_atk=dd3ac1f9-9c74-49de-a34c-50ce1382be33,REYRESHY,-,-
DONI,D1485,TASBAHU GWEN,D1485 TASBAHU GWEN,18705,22500,https://shopee.co.id/-LOKAL-DOMMO-D1485-GWEN-Shoulder-Bag-i.135900627.9034310965?sp_atk=85b042c7-0ea8-4880-8fca-5e833e7ee92b&xptdk=85b042c7-0ea8-4880-8fca-5e833e7ee92b,22500,MORY MONY,22500,https://shopee.co.id/MORMON-GWEN-Shoulder-Bag-Tas-Selempang-Wanita-i.20287667.3004254339?sp_atk=f5ad60cd-743f-49a7-8123-e11f04259d2b&xptdk=f5ad60cd-743f-49a7-8123-e11f04259d2b,REYRESHY,-,-
DONI,D1486,NATALI,D1486 NATALI,15225,18000,https://shopee.co.id/-LOKAL--D1486-Tas-NATALI-Shoulder-Bag-i.135900627.9834314889?sp_atk=9fd1cfd9-422a-43f1-85df-b409e4ff9d9b,18000,MORY MONY,15000,https://shopee.co.id/MORYMONY-NATALI-Shoulder-Bag-Tas-Bahu-Wanita-Mini-i.20287667.8715829650?sp_atk=46471761-4e4e-4d65-b133-d1625909b261,REYRESHY,-,-
DONI,D1487,MEKAR,D1487 MEKAR,9135,10999,https://shopee.co.id/-LOKAL--D1487-MEKAR-Tas-Selempang-Wanita-i.135900627.3284058079?sp_atk=69ba3b75-bd5f-4f24-8863-2f9e52d1a1a7,10999,MORY MONY,-,-,REYRESHY,-,-
DONI,D1488,DOWNEY,D1488 DOWNEY,9135,10500,https://shopee.co.id/-LOKAL--D1488-Tas-DOWNEY-Tas-Wanita-i.135900627.3584416675?sp_atk=b04bdb45-4990-425b-8f72-f90001f2a6d3,10500,MORY MONY,10000,https://shopee.co.id/MORYMONY-DOWNEY-Tas-Wanita-Handbag-Tas-Tangan-Pouch-Hp-Kosmetik-Wanita-i.20287667.7315161248?sp_atk=8ec95644-4a02-4c94-a2a2-590a81119395,REYRESHY,-,-
DONI,D1490,PRIZA,D1490 PRIZA,15225,17500,https://shopee.co.id/-LOKAL--D1490-Tas-PRIZA-Tas-Selempang-Wanita-i.135900627.9637387761?sp_atk=e460ccbd-eb09-4ff0-82d7-7827377e863a,17500,MORY MONY,-,https://shopee.co.id/MORYMONY-PRIZA-Tas-Selempang-Wanita-i.20287667.8115279345?sp_atk=aa8788e5-9334-4c61-854c-e4e5601eb1cc,REYRESHY,-,-
DONI,D1500,SUZY,D1500 SUZY,8264,9990,https://shopee.co.id/-LOKAL--D1500-Tas-SUZY-Tas-Selempang-Wanita-MORYMONY-i.135900627.10117983915?sp_atk=7c8ff330-8dde-4566-af99-bc0b2fee8de0,9990,MORY MONY,9999,https://shopee.co.id/MORYMONY-SUZY-Tas-Selempang-Wanita-i.20287667.6177801114?sp_atk=4d1a57d6-ac37-445f-863f-95b33b6612b9,REYRESHY,-,-
DONI,D1508,TOTE BIG,D1508 TOTE BIG,4785,6300,https://shopee.co.id/-LOKAL--D1508-TOTEBAG-BIG-varian-sablon-PAKAI-PEREKAT-i.135900627.10855900897?sp_atk=3aa5ea4c-cfee-43d6-aa46-784912712586,6300,MORY MONY,-,https://shopee.co.id/TOTEBAG-BIG-varian-sablon-C7-MORYMONY-i.20287667.9193866082?sp_atk=c31b6565-9ae7-4c48-aa65-1d8c257a74c6,REYRESHY,-,-
DONI,D1509,TOTE ART,D1509 TOTE ART,4785,6999,https://shopee.co.id/-LOKAL-DOMMO-D1509-Tote-bag-Art-Printing-Planet-Full-Color-PAKAI-PEREKAT-i.135900627.13122273660?sp_atk=34ba6632-3b4b-48ff-b93e-1f208dff796c,6999,MORY MONY,-,-,REYRESHY,-,-
DONI,D1511,EAGLE,D1511 EAGLE,7225,9000,https://shopee.co.id/-D1511-THE-EAGLE-EYE-TAS-SELEMPANG-WANITA-MINI-LUCU-i.135900627.10260155484?sp_atk=c2b2ba68-ddd8-4290-a81e-eeb329081be9,9000,MORY MONY,-,https://shopee.co.id/MORYMONY-EAGLE-EYES-Tas-Selempang-Tas-Batam-Pocket-i.20287667.3902798669?sp_atk=847e669d-9f22-4d05-b417-d338ebba94c9,REYRESHY,9450,https://shopee.co.id/THE-EAGLE-EYES-Sling-Bag-Tas-Selempang-Mini-Pocket-Wanita-Bag-Mini-Cewek-HP-i.1611358.1766376725?sp_atk=f1a3076e-c5ba-4244-9f5c-fff0bf305ed0&xptdk=f1a3076e-c5ba-4244-9f5c-fff0bf305ed0
DONI,D1513,FINO,D1513 FINO,10005,11114,https://shopee.co.id/-D1513-TAS-FINO-Slingbag-Tas-Selempang-Wanita-i.135900627.13033060999?sp_atk=4bb1347e-2506-4c66-85bd-df0682562ffe,11114,MORY MONY,7000,https://shopee.co.id/MORYMONY-FINO-Slingbag-Tas-Selempang-Wanita-i.20287667.8476535909?sp_atk=e5f028cb-c55b-434e-a2a8-8696136291e6,REYRESHY,-,-
DONI,D1514,TOTE PEREKAT,D1514 TOTE PEREKAT,2700,2999,https://shopee.co.id/-LOKAL-DOMMO-D1514-Totebag-tote-(PAKAI-PEREKAT)-Karakter-Tote-bag-kpop-murah-wanita-custom-motif-i.135900627.9700766473?sp_atk=c57b2ba8-c0c1-4afc-a8bd-c3c36c02889e,2999,MORY MONY,3000,https://shopee.co.id/-LOKAL-MORYMONY-D1386-Totebag-tote-Karakter-Tote-bag-kpop-murah-wanita-custom-motif-i.20287667.13114168399?sp_atk=5459f099-8300-4ae7-b722-ca480b3c3739&xptdk=5459f099-8300-4ae7-b722-ca480b3c3739,REYRESHY,-,-
DONI,D1525,TOTEBAG BIUBIU CAT MOTIF ABSTRAK KANVAS KUCING AESTHETIC,D1525 TOTEBAG BIUBIU CAT MOTIF ABSTRAK KANVAS KUCING AESTHETIC,5655,5500,https://shopee.co.id/DOMMO-D1525-Totebag-BiuBiu-Cat-Motif-Abstrak-Kanvas-Kucing-Aesthetic-i.135900627.17330532101?sp_atk=e6938e5e-9a53-4d5b-86ed-990dc7f1b2b2,5500,MORY MONY,5555,https://shopee.co.id/Totebag-BiuBiu-Cat-Motif-Abstrak-Kanvas-Kucing-Aestethic-Morymony-i.20287667.13275287420?sp_atk=6e6ba872-a7e6-4c6c-8b7f-8264415451b3,REYRESHY,-,-
DONI,D6073,KOTAK PENYIMPANAN SIZE L,D6073 KOTAK PENYIMPANAN SIZE L,11348,13500,https://shopee.co.id/DOMMO-D6073-Tempat-Kotak-Wadah-Penyimpanan-Bubuk-Portabel-Sealed-Anti-Tumpah-Kotak-Makanan-Box-i.135900627.16005857328?sp_atk=10b52d31-2fb4-4f1c-b0a9-1a1413aa62c7&xptdk=10b52d31-2fb4-4f1c-b0a9-1a1413aa62c7,13500,MORY MONY,-,-,REYRESHY,-,-
DONI,D6073,KOTAK PENYIMPANAN SIZE S,D6073 KOTAK PENYIMPANAN SIZE S,11315,12500,https://shopee.co.id/DOMMO-D6073-Tempat-Kotak-Wadah-Penyimpanan-Bubuk-Portabel-Sealed-Anti-Tumpah-Kotak-Makanan-Box-i.135900627.16005857328?sp_atk=10b52d31-2fb4-4f1c-b0a9-1a1413aa62c7&xptdk=10b52d31-2fb4-4f1c-b0a9-1a1413aa62c7,12500,MORY MONY,-,-,REYRESHY,-,-
DONI,NK001,GANTUNGAN 2 IN 1 LOKAL,GANTUNGAN 2 IN 1 LOKAL,1260,1440,-,1440,MORY MONY,999,https://shopee.co.id/MORYMONY-AKSESORIS-TAS-2-IN-1-Gantungan-Kunci-Hiasan-Tas-Ransel-Tote-Selempang-ToteBag-Shoulder-Wanita-Murah-Lucu-Kpop-i.20287667.2714494999?sp_atk=5c6870d0-219d-4ed2-a0d8-8e4c2ba4d875,REYRESHY,-,-
DONI,D1455,Tas Sekar,D1455 Tas Sekar,19999,19999,https://shopee.co.id/-LOKAL-DOMMO-D1455-Tas-SEKAR-Tas-Selempang-Wanita-Tas-Wanita-i.135900627.9116883523?sp_atk=354d57a5-bbfb-4b89-9d51-74b39adf1554&xptdk=354d57a5-bbfb-4b89-9d51-74b39adf1554,19999,MORY MONY,14999,https://shopee.co.id/MORMON-SEKAR-Tas-Selempang-Wanita-i.20287667.6377354184?sp_atk=7f1d31da-78d6-48de-81d8-6b66bd51a170&xptdk=7f1d31da-78d6-48de-81d8-6b66bd51a170,REYRESHY,-,-
DONI,D1521,Tas Boba,D1521 Tas Boba,20000,23999,https://shopee.co.id/DOMMO-D1521-Tas-Boba-Bubble-Drink-Anak-Terlaris-!!!-Tas-Anak-Tas-lucu-Tas-murah-Tas-Viral-i.135900627.16420030416?sp_atk=c7131121-6757-4602-840b-284af6d869b1&xptdk=c7131121-6757-4602-840b-284af6d869b1,23999,MORY MONY,23760,https://shopee.co.id/HC-Tas-Ransel-Boba-Bubble-Drink-Viral-High-Quality-Tas-Anak-Terbaru-Usia-3-6-Tahun-Tas-Ransel-Boneka-Boba-Tas-Ransel-Anak-Boneka-Lucu-Imut-i.26177891.13885311165?sp_atk=1c98c002-d50f-4673-8039-3c3daed98c74&xptdk=1c98c002-d50f-4673-8039-3c3daed98c74,REYRESHY,28500,https://shopee.co.id/TAS-BOBA-RANSEL-ANAK-VIRAL-TERLARIS-PINK-BROWN-KUNING-HIJAU-MAROON-i.281101674.15054805395?sp_atk=cfa59b7c-c767-4b0a-8d53-e700cc1a73cd&xptdk=cfa59b7c-c767-4b0a-8d53-e700cc1a73cd
DONI,D6027,GANTUNGAN 1 IN 1,D6027 GANTUNGAN 1 IN 1,450,495,https://shopee.co.id/product/135900627/3269025920/,495,MORY MONY,-,-,REYRESHY,-,-
